id	fr	de	file_name
351	Ça vient de ma mère.	Das kommt von meiner Mutter.	a1_13
352	Il rentre du travail.	Er kommt von der Arbeit.	a1_13
353	Le livre est écrit par un auteur allemand.	Das Buch ist von einem deutschen Autor.	a1_13
354	Nous revenons de l'école.	Wir kommen von der Schule.	a1_13
355	Je vais chez mon ami.	Ich gehe zu meinem Freund.	a1_13
356	Elle va au supermarché.	Sie geht zum Supermarkt.	a1_13
357	Il va travailler.	Er fährt zur Arbeit.	a1_13
358	Nous allons chez le médecin.	Wir gehen zum Arzt.	a1_13
359	J'apprends l'allemand depuis un an.	Ich lerne seit einem Jahr Deutsch.	a1_13
360	Il vit ici depuis trois mois.	Er wohnt seit drei Monaten hier.	a1_13
361	Elle est malade depuis hier.	Sie ist seit gestern krank.	a1_13
362	De quel pays êtes-vous originaire ?	Aus welchem Land kommst du?	a1_13
363	Je viens de France.	Ich komme aus Frankreich.	a1_13
364	C'est un cadeau de ma sœur.	Das ist ein Geschenk von meiner Schwester.	a1_13
365	Le livre est posé sur la table.	Das Buch liegt auf dem Tisch.	a1_14
366	J'ai posé le livre sur la table.	Ich lege das Buch auf den Tisch.	a1_14
367	Le chat est assis sur la chaise.	Die Katze sitzt auf dem Stuhl.	a1_14
368	Il pose le chat sur la chaise.	Er setzt die Katze auf den Stuhl.	a1_14
369	Nous sommes dans la cuisine.	Wir sind in der Küche.	a1_14
370	Je vais dans la cuisine.	Ich gehe in die Küche.	a1_14
371	La voiture est dans le garage.	Das Auto steht in der Garage.	a1_14
372	Il gare la voiture dans le garage.	Er fährt das Auto in die Garage.	a1_14
373	Le tableau est accroché au mur.	Das Bild hängt an der Wand.	a1_14
374	J'accroche le tableau au mur.	Ich hänge das Bild an die Wand.	a1_14
375	Le chien est couché sous la table.	Der Hund liegt unter dem Tisch.	a1_14
376	Elle place le sac sous la table.	Sie stellt die Tasche unter den Tisch.	a1_14
377	La lampe est suspendue au-dessus de la table.	Die Lampe hängt über dem Tisch.	a1_14
378	Il suspend la lampe au-dessus de la table.	Er hängt die Lampe über den Tisch.	a1_14
379	Les chaussures sont dehors, devant la porte.	Die Schuhe stehen vor der Tür.	a1_14
380	Je vais mettre les chaussures devant la porte.	Ich stelle die Schuhe vor die Tür.	a1_14
381	Le canapé est à côté de la fenêtre.	Das Sofa steht neben dem Fenster.	a1_14
382	Elle place le canapé près de la fenêtre.	Sie stellt das Sofa neben das Fenster.	a1_14
383	L'enfant est assis derrière la table.	Das Kind sitzt hinter dem Tisch.	a1_14
384	Il passe derrière la maison.	Er geht hinter das Haus.	a1_14
385	Où est le livre ? Il est posé sur la table.	Wo ist das Buch? Es liegt auf dem Tisch.	a1_14
386	Où poses-tu le livre ? Sur la table.	Wohin legst du das Buch? Auf den Tisch.	a1_14
387	Où est-elle ? Elle est à l'école.	Wo ist sie? Sie ist in der Schule.	a1_14
388	Où va-t-elle ? À l'école.	Wohin geht sie? In die Schule.	a1_14
389	Où est la voiture ? Elle est garée à côté de la maison.	Wo ist das Auto? Es steht neben dem Haus.	a1_14
390	Où pose-t-on le verre ? Sur la table.	Wohin stellst du das Glas? Auf den Tisch.	a1_14
391	Le sac est accroché à la porte.	Die Tasche hängt an der Tür.	a1_14
392	La maison est grande.	Das Haus ist groß.	a1_15
393	La ville est magnifique.	Die Stadt ist schön.	a1_15
394	L'homme est vieux.	Der Mann ist alt.	a1_15
395	Il fait beau.	Das Wetter ist gut.	a1_15
396	La soupe est chaude.	Die Suppe ist heiß.	a1_15
397	Le café est froid.	Der Kaffee ist kalt.	a1_15
398	Le livre est intéressant.	Das Buch ist interessant.	a1_15
399	La tâche est difficile.	Die Aufgabe ist schwer.	a1_15
400	Le film est ennuyeux.	Der Film ist langweilig.	a1_15
